id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2982472,dongsi_aq,2018-05-02 09:00:00,27.0,52.0,10.0,0.1,104.0,2.0
2982528,dongsi_aq,2018-05-02 10:00:00,29.0,71.0,17.0,0.2,102.0,2.0
2982584,dongsi_aq,2018-05-02 11:00:00,26.0,0,17.0,0.2,93.0,2.0
2982640,dongsi_aq,2018-05-02 12:00:00,15.0,125.0,15.0,0.2,90.0,2.0
2982696,dongsi_aq,2018-05-02 13:00:00,13.0,34.0,15.0,0.1,87.0,2.0
2982752,dongsi_aq,2018-05-02 14:00:00,9.0,52.0,18.0,0.1,81.0,2.0
2982808,dongsi_aq,2018-05-02 15:00:00,13.0,50.0,22.0,0.2,75.0,2.0
2982884,dongsi_aq,2018-05-02 16:00:00,14.0,56.0,17.0,0.1,83.0,2.0
2982919,dongsi_aq,2018-05-02 17:00:00,14.0,59.0,21.0,0.1,75.0,2.0
2982975,dongsi_aq,2018-05-02 18:00:00,14.0,53.0,32.0,0.1,60.0,2.0
2983031,dongsi_aq,2018-05-02 19:00:00,13.0,66.0,57.0,0.1,29.0,2.0
0000000,dongsi_aq,2018-05-02 20:00:00,15.5,59.0,67.5,0.1,17.0,2.0
2983107,dongsi_aq,2018-05-02 21:00:00,18.0,52.0,78.0,0.1,5.0,2.0
2983163,dongsi_aq,2018-05-02 22:00:00,11.0,46.0,68.0,0.1,15.0,2.0
0000000,dongsi_aq,2018-05-02 23:00:00,15.0,42.5,50.5,0.15,34.5,2.0
2983239,dongsi_aq,2018-05-03 00:00:00,19.0,39.0,33.0,0.2,54.0,2.0
0000000,dongsi_aq,2018-05-03 01:00:00,17.5,19.5,22.0,0.15,72.5,2.0
2983315,dongsi_aq,2018-05-03 02:00:00,16.0,0,11.0,0.1,91.0,2.0
2983371,dongsi_aq,2018-05-03 03:00:00,9.0,11.0,10.0,0.1,98.0,2.0
2983427,dongsi_aq,2018-05-03 04:00:00,17.0,25.0,11.0,0.1,101.0,2.0
2983483,dongsi_aq,2018-05-03 05:00:00,14.0,0,11.0,0.1,106.0,2.0
2983539,dongsi_aq,2018-05-03 06:00:00,15.0,25.0,14.0,0.1,106.0,2.0
2983595,dongsi_aq,2018-05-03 07:00:00,24.0,26.0,16.0,0.1,110.0,2.0
2983651,dongsi_aq,2018-05-03 08:00:00,30.0,46.0,17.0,0.1,112.0,2.0
2983707,dongsi_aq,2018-05-03 09:00:00,33.0,68.0,17.0,0.1,119.0,2.0
2983763,dongsi_aq,2018-05-03 10:00:00,32.0,99.0,19.0,0.1,114.0,2.0
2983819,dongsi_aq,2018-05-03 11:00:00,27.0,85.0,19.0,0.2,117.0,2.0
2983875,dongsi_aq,2018-05-03 12:00:00,26.0,66.0,22.0,0.2,113.0,2.0
2983931,dongsi_aq,2018-05-03 13:00:00,29.0,69.0,29.0,0.2,96.0,2.0
2983987,dongsi_aq,2018-05-03 14:00:00,25.0,70.0,31.0,0.2,86.0,2.0
2984043,dongsi_aq,2018-05-03 15:00:00,31.0,77.0,31.0,0.2,80.0,2.0
2984119,dongsi_aq,2018-05-03 16:00:00,29.0,87.0,35.0,0.2,70.0,5.0
2984154,dongsi_aq,2018-05-03 17:00:00,30.0,102.0,34.0,0.3,64.0,6.0
2984210,dongsi_aq,2018-05-03 18:00:00,32.0,76.0,37.0,0.3,40.0,6.0
2984266,dongsi_aq,2018-05-03 19:00:00,37.0,67.0,38.0,0.3,31.0,7.0
2984322,dongsi_aq,2018-05-03 20:00:00,33.0,70.0,49.0,0.3,19.0,5.0
2984378,dongsi_aq,2018-05-03 21:00:00,35.0,83.0,87.0,0.5,2.0,2.0
2984434,dongsi_aq,2018-05-03 22:00:00,43.0,87.0,90.0,0.5,2.0,3.0
2984490,dongsi_aq,2018-05-03 23:00:00,65.0,92.0,85.0,0.5,5.0,5.0
2984546,dongsi_aq,2018-05-04 00:00:00,53.0,114.0,81.0,0.6,12.0,5.0
2984602,dongsi_aq,2018-05-04 01:00:00,85.0,103.0,77.0,0.6,22.0,6.0
2984658,dongsi_aq,2018-05-04 02:00:00,80.0,95.0,75.0,0.6,34.0,7.0
2984714,dongsi_aq,2018-05-04 03:00:00,76.0,115.0,73.0,0.7,53.0,7.0
2984770,dongsi_aq,2018-05-04 04:00:00,77.0,101.0,79.0,0.7,65.0,7.0
2984826,dongsi_aq,2018-05-04 05:00:00,76.0,105.0,83.0,0.6,73.0,8.0
2984882,dongsi_aq,2018-05-04 06:00:00,81.0,100.0,59.0,0.6,116.0,10.0
2984938,dongsi_aq,2018-05-04 07:00:00,67.0,85.0,33.0,0.5,158.0,11.0
2984994,dongsi_aq,2018-05-04 08:00:00,78.0,91.0,25.0,0.5,191.0,12.0
2985050,dongsi_aq,2018-05-04 09:00:00,113.0,0,23.0,0.6,203.0,15.0
2985106,dongsi_aq,2018-05-04 10:00:00,92.0,139.0,23.0,0.6,206.0,17.0
2985162,dongsi_aq,2018-05-04 11:00:00,98.0,154.0,0,0,133.0,0
2985218,dongsi_aq,2018-05-04 12:00:00,95.0,131.0,29.0,0,0,18.0
2985274,dongsi_aq,2018-05-04 13:00:00,98.0,149.0,41.0,1.0,170.0,17.0
2985330,dongsi_aq,2018-05-04 14:00:00,104.0,149.0,56.0,1.2,148.0,18.0
2985386,dongsi_aq,2018-05-04 15:00:00,109.0,151.0,64.0,1.3,128.0,18.0
0000000,dongsi_aq,2018-05-04 16:00:00,111.0,150.5,66.5,1.25,108.5,17.0
2985462,dongsi_aq,2018-05-04 17:00:00,113.0,150.0,69.0,1.2,89.0,16.0
2985518,dongsi_aq,2018-05-04 18:00:00,116.0,142.0,100.0,1.2,40.0,12.0
0000000,dongsi_aq,2018-05-04 19:00:00,112.5,136.5,99.0,1.1,37.0,11.0
2985594,dongsi_aq,2018-05-04 20:00:00,109.0,131.0,98.0,1.0,34.0,10.0
2985650,dongsi_aq,2018-05-04 21:00:00,106.0,119.0,90.0,0.9,47.0,10.0
2985706,dongsi_aq,2018-05-04 22:00:00,96.0,121.0,105.0,0.8,33.0,9.0
2985762,dongsi_aq,2018-05-04 23:00:00,98.0,115.0,81.0,0.9,66.0,9.0
2985818,dongsi_aq,2018-05-05 00:00:00,88.0,0,60.0,0.7,84.0,7.0
2987773,dongsi_aq,2018-05-05 01:00:00,118.0,250.0,36.0,0.5,91.0,3.0
2985894,dongsi_aq,2018-05-05 02:00:00,0,0,32.0,0.3,77.0,2.0
2985950,dongsi_aq,2018-05-05 03:00:00,206.0,560.0,31.0,0.3,77.0,2.0
2986006,dongsi_aq,2018-05-05 04:00:00,212.0,529.0,20.0,0.2,87.0,2.0
2986062,dongsi_aq,2018-05-05 05:00:00,186.0,468.0,20.0,0.1,90.0,2.0
2986118,dongsi_aq,2018-05-05 06:00:00,147.0,367.0,24.0,0.2,84.0,2.0
2986174,dongsi_aq,2018-05-05 07:00:00,100.0,203.0,19.0,0.1,87.0,2.0
2986230,dongsi_aq,2018-05-05 08:00:00,97.0,189.0,18.0,0.1,86.0,2.0
2986286,dongsi_aq,2018-05-05 09:00:00,71.0,168.0,22.0,0.1,83.0,2.0
2986342,dongsi_aq,2018-05-05 10:00:00,66.0,174.0,27.0,0.2,79.0,2.0
2986398,dongsi_aq,2018-05-05 11:00:00,0,141.0,34.0,0.2,73.0,2.0
2986454,dongsi_aq,2018-05-05 12:00:00,0,125.0,34.0,0.3,74.0,2.0
2986510,dongsi_aq,2018-05-05 13:00:00,37.0,132.0,45.0,0.4,58.0,2.0
2986566,dongsi_aq,2018-05-05 14:00:00,70.0,294.0,29.0,0.4,89.0,6.0
2986622,dongsi_aq,2018-05-05 15:00:00,72.0,281.0,33.0,0.4,76.0,6.0
2986698,dongsi_aq,2018-05-05 16:00:00,97.0,306.0,33.0,0.4,79.0,5.0
2986733,dongsi_aq,2018-05-05 17:00:00,61.0,213.0,37.0,0.5,67.0,4.0
2986789,dongsi_aq,2018-05-05 18:00:00,64.0,188.0,49.0,0.5,40.0,3.0
2986845,dongsi_aq,2018-05-05 19:00:00,70.0,192.0,86.0,0.7,2.0,3.0
2986901,dongsi_aq,2018-05-05 20:00:00,69.0,185.0,83.0,0.6,2.0,3.0
2987774,dongsi_aq,2018-05-05 21:00:00,60.0,171.0,77.0,0.8,2.0,2.0
2986977,dongsi_aq,2018-05-05 22:00:00,52.0,142.0,80.0,0.7,2.0,2.0
2987033,dongsi_aq,2018-05-05 23:00:00,61.0,162.0,75.0,0.6,3.0,3.0
2987089,dongsi_aq,2018-05-06 00:00:00,55.0,169.0,49.0,0.5,30.0,3.0
2987145,dongsi_aq,2018-05-06 01:00:00,51.0,159.0,47.0,0.5,49.0,4.0
2987201,dongsi_aq,2018-05-06 02:00:00,60.0,193.0,52.0,0.5,59.0,4.0
2987257,dongsi_aq,2018-05-06 03:00:00,107.0,191.0,35.0,0.5,103.0,4.0
2987313,dongsi_aq,2018-05-06 04:00:00,87.0,174.0,20.0,0.4,141.0,3.0
2987369,dongsi_aq,2018-05-06 05:00:00,64.0,121.0,17.0,0.4,144.0,2.0
2987425,dongsi_aq,2018-05-06 06:00:00,60.0,121.0,16.0,0.3,157.0,2.0
2987481,dongsi_aq,2018-05-06 07:00:00,61.0,123.0,16.0,0.3,161.0,2.0
2987537,dongsi_aq,2018-05-06 08:00:00,63.0,171.0,16.0,0.4,168.0,2.0
0000000,dongsi_aq,2018-05-06 09:00:00,63.5,167.5,17.5,0.4,161.5,3.0
2987613,dongsi_aq,2018-05-06 10:00:00,64.0,164.0,19.0,0.4,155.0,4.0
2987669,dongsi_aq,2018-05-06 11:00:00,59.0,110.0,21.0,0.4,137.0,7.0
2987725,dongsi_aq,2018-05-06 12:00:00,56.0,158.0,27.0,0.5,129.0,6.0
2987852,dongsi_aq,2018-05-06 13:00:00,54.0,172.0,33.0,0.5,112.0,5.0
2987908,dongsi_aq,2018-05-06 14:00:00,52.0,189.0,32.0,0.5,105.0,6.0
2987964,dongsi_aq,2018-05-06 15:00:00,51.0,162.0,30.0,0.5,96.0,7.0
2988040,dongsi_aq,2018-05-06 16:00:00,51.0,143.0,31.0,0.5,88.0,7.0
2988075,dongsi_aq,2018-05-06 17:00:00,50.0,141.0,35.0,0.5,75.0,8.0
2988131,dongsi_aq,2018-05-06 18:00:00,49.0,140.0,37.0,0.5,65.0,8.0
2988187,dongsi_aq,2018-05-06 19:00:00,52.0,128.0,43.0,0.6,46.0,8.0
0000000,dongsi_aq,2018-05-06 20:00:00,54.5,134.0,77.0,0.65,24.0,6.5
2988263,dongsi_aq,2018-05-06 21:00:00,57.0,140.0,111.0,0.7,2.0,5.0
2988319,dongsi_aq,2018-05-06 22:00:00,55.0,122.0,93.0,0.6,3.0,5.0
2988375,dongsi_aq,2018-05-06 23:00:00,47.0,96.0,64.0,0.5,33.0,4.0
2988431,dongsi_aq,2018-05-07 00:00:00,50.0,111.0,62.0,0.6,42.0,4.0
2988487,dongsi_aq,2018-05-07 01:00:00,63.0,120.0,52.0,0.6,64.0,6.0
0000000,dongsi_aq,2018-05-07 02:00:00,68.0,99.0,41.0,0.7,85.0,9.0
2988563,dongsi_aq,2018-05-07 03:00:00,73.0,78.0,30.0,0.8,106.0,12.0
2988619,dongsi_aq,2018-05-07 04:00:00,84.0,177.0,38.0,1.3,126.0,23.0
2988675,dongsi_aq,2018-05-07 05:00:00,117.0,252.0,50.0,2.2,146.0,40.0
2988731,dongsi_aq,2018-05-07 06:00:00,108.0,176.0,40.0,1.9,177.0,31.0
2988787,dongsi_aq,2018-05-07 07:00:00,104.0,168.0,27.0,1.0,203.0,13.0
2988843,dongsi_aq,2018-05-07 08:00:00,87.0,125.0,36.0,1.1,184.0,12.0
2988899,dongsi_aq,2018-05-07 09:00:00,78.0,87.0,28.0,0.9,202.0,9.0
2988955,dongsi_aq,2018-05-07 10:00:00,59.0,0,24.0,0.6,149.0,5.0
2989011,dongsi_aq,2018-05-07 11:00:00,51.0,0,24.0,0.3,119.0,2.0
2989067,dongsi_aq,2018-05-07 12:00:00,39.0,55.0,32.0,0.3,96.0,2.0
2989123,dongsi_aq,2018-05-07 13:00:00,29.0,45.0,35.0,0.3,83.0,2.0
2989179,dongsi_aq,2018-05-07 14:00:00,30.0,63.0,41.0,0.4,64.0,3.0
2989235,dongsi_aq,2018-05-07 15:00:00,25.0,58.0,42.0,0.3,56.0,3.0
2979463,tiantan_aq,2018-04-30 00:00:00,0,73.0,25.0,0.9,59.0,3.0
2979519,tiantan_aq,2018-04-30 01:00:00,0,76.0,28.0,1.3,56.0,6.0
2979575,tiantan_aq,2018-04-30 02:00:00,0,79.0,24.0,1.2,64.0,10.0
2979631,tiantan_aq,2018-04-30 03:00:00,0,78.0,20.0,1.0,77.0,10.0
2979687,tiantan_aq,2018-04-30 04:00:00,0,74.0,14.0,0.8,91.0,8.0
2979743,tiantan_aq,2018-04-30 05:00:00,0,65.0,12.0,0.8,101.0,7.0
2979799,tiantan_aq,2018-04-30 06:00:00,0,62.0,11.0,0.7,111.0,6.0
2979855,tiantan_aq,2018-04-30 07:00:00,0,49.0,11.0,0.7,117.0,5.0
2979911,tiantan_aq,2018-04-30 08:00:00,30.0,54.0,13.0,0.7,122.0,4.0
2979967,tiantan_aq,2018-04-30 09:00:00,28.0,59.0,15.0,0.7,122.0,4.0
2980023,tiantan_aq,2018-04-30 10:00:00,24.0,55.0,16.0,0.6,116.0,3.0
0000000,tiantan_aq,2018-04-30 11:00:00,22.0,56.5,20.5,0.55,108.0,2.5
2980099,tiantan_aq,2018-04-30 12:00:00,20.0,58.0,25.0,0.5,100.0,2.0
2980155,tiantan_aq,2018-04-30 13:00:00,24.0,52.0,29.0,0.5,84.0,2.0
2980211,tiantan_aq,2018-04-30 14:00:00,21.0,54.0,30.0,0.6,68.0,2.0
2980267,tiantan_aq,2018-04-30 15:00:00,21.0,39.0,30.0,0.6,46.0,2.0
2980343,tiantan_aq,2018-04-30 16:00:00,23.0,48.0,41.0,0.7,34.0,2.0
2980378,tiantan_aq,2018-04-30 17:00:00,21.0,51.0,40.0,0.8,22.0,2.0
0000000,tiantan_aq,2018-04-30 18:00:00,24.5,50.5,43.5,0.75,14.0,2.0
2980454,tiantan_aq,2018-04-30 19:00:00,28.0,50.0,47.0,0.7,6.0,2.0
2980510,tiantan_aq,2018-04-30 20:00:00,32.0,56.0,53.0,0.7,3.0,2.0
2980566,tiantan_aq,2018-04-30 21:00:00,40.0,75.0,71.0,0.7,3.0,2.0
2980622,tiantan_aq,2018-04-30 22:00:00,42.0,94.0,82.0,0.7,2.0,2.0
2980678,tiantan_aq,2018-04-30 23:00:00,72.0,348.0,62.0,0.6,20.0,2.0
2980734,tiantan_aq,2018-05-01 00:00:00,88.0,688.0,35.0,0.4,48.0,2.0
2980790,tiantan_aq,2018-05-01 01:00:00,68.0,489.0,25.0,0.4,62.0,2.0
2980846,tiantan_aq,2018-05-01 02:00:00,66.0,461.0,24.0,0.4,61.0,2.0
2980902,tiantan_aq,2018-05-01 03:00:00,76.0,512.0,20.0,0.4,63.0,2.0
2980958,tiantan_aq,2018-05-01 04:00:00,59.0,451.0,17.0,0.4,72.0,2.0
2981014,tiantan_aq,2018-05-01 05:00:00,63.0,318.0,13.0,0.3,82.0,2.0
2981070,tiantan_aq,2018-05-01 06:00:00,52.0,212.0,13.0,0.3,83.0,2.0
2981126,tiantan_aq,2018-05-01 07:00:00,34.0,139.0,18.0,0.3,77.0,2.0
2981182,tiantan_aq,2018-05-01 08:00:00,23.0,136.0,16.0,0.3,82.0,2.0
2981238,tiantan_aq,2018-05-01 09:00:00,19.0,108.0,14.0,0.4,84.0,2.0
2981294,tiantan_aq,2018-05-01 10:00:00,24.0,85.0,21.0,0.4,69.0,2.0
2981350,tiantan_aq,2018-05-01 11:00:00,26.0,94.0,21.0,0.4,66.0,2.0
0000000,tiantan_aq,2018-05-01 12:00:00,25.5,83.0,27.0,0.45,56.0,2.0
2981426,tiantan_aq,2018-05-01 13:00:00,25.0,72.0,33.0,0.5,46.0,2.0
2981482,tiantan_aq,2018-05-01 14:00:00,38.0,87.0,27.0,0.7,50.0,2.0
2981538,tiantan_aq,2018-05-01 15:00:00,34.0,76.0,32.0,0.7,42.0,2.0
2981614,tiantan_aq,2018-05-01 16:00:00,34.0,72.0,36.0,0.7,38.0,2.0
2981649,tiantan_aq,2018-05-01 17:00:00,31.0,76.0,43.0,0.6,30.0,2.0
2981705,tiantan_aq,2018-05-01 18:00:00,29.0,67.0,47.0,0.5,22.0,2.0
2981761,tiantan_aq,2018-05-01 19:00:00,30.0,76.0,45.0,0.4,24.0,2.0
2981817,tiantan_aq,2018-05-01 20:00:00,17.0,55.0,40.0,0.4,33.0,2.0
2981873,tiantan_aq,2018-05-01 21:00:00,16.0,38.0,50.0,0.3,22.0,2.0
2981929,tiantan_aq,2018-05-01 22:00:00,11.0,31.0,56.0,0.3,21.0,2.0
0000000,tiantan_aq,2018-05-01 23:00:00,16.0,47.0,46.5,0.3,35.0,2.0
2982005,tiantan_aq,2018-05-02 00:00:00,21.0,63.0,37.0,0.3,49.0,2.0
2982061,tiantan_aq,2018-05-02 01:00:00,17.0,45.0,29.0,0.3,61.0,2.0
0000000,tiantan_aq,2018-05-02 02:00:00,16.0,33.0,21.5,0.25,77.5,2.0
2982137,tiantan_aq,2018-05-02 03:00:00,15.0,21.0,14.0,0.2,94.0,2.0
2982193,tiantan_aq,2018-05-02 04:00:00,17.0,18.0,14.0,0.2,96.0,2.0
2982249,tiantan_aq,2018-05-02 05:00:00,12.0,16.0,12.0,0.2,101.0,2.0
2982305,tiantan_aq,2018-05-02 06:00:00,19.0,0,12.0,0.2,105.0,2.0
2982361,tiantan_aq,2018-05-02 07:00:00,16.0,0,16.0,0.2,100.0,2.0
2982417,tiantan_aq,2018-05-02 08:00:00,11.0,29.0,14.0,0.2,100.0,3.0
2982473,tiantan_aq,2018-05-02 09:00:00,17.0,70.0,12.0,0.2,99.0,2.0
2982529,tiantan_aq,2018-05-02 10:00:00,13.0,28.0,18.0,0.3,96.0,2.0
2982585,tiantan_aq,2018-05-02 11:00:00,9.0,44.0,28.0,0.3,81.0,2.0
2982641,tiantan_aq,2018-05-02 12:00:00,11.0,80.0,23.0,0.3,81.0,3.0
2982697,tiantan_aq,2018-05-02 13:00:00,11.0,45.0,22.0,0.3,81.0,2.0
2982753,tiantan_aq,2018-05-02 14:00:00,7.0,63.0,22.0,0.2,77.0,2.0
2982809,tiantan_aq,2018-05-02 15:00:00,9.0,60.0,25.0,0.2,71.0,2.0
2982885,tiantan_aq,2018-05-02 16:00:00,8.0,69.0,23.0,0.2,73.0,3.0
2982920,tiantan_aq,2018-05-02 17:00:00,10.0,64.0,29.0,0.2,63.0,3.0
2982976,tiantan_aq,2018-05-02 18:00:00,12.0,58.0,34.0,0.2,52.0,3.0
2983032,tiantan_aq,2018-05-02 19:00:00,17.0,72.0,36.0,0.2,41.0,3.0
0000000,tiantan_aq,2018-05-02 20:00:00,15.0,60.5,43.5,0.25,24.0,3.0
2983108,tiantan_aq,2018-05-02 21:00:00,13.0,49.0,51.0,0.3,7.0,3.0
2983164,tiantan_aq,2018-05-02 22:00:00,8.0,49.0,57.0,0.3,16.0,4.0
0000000,tiantan_aq,2018-05-02 23:00:00,10.5,51.5,47.0,0.3,34.5,4.0
2983240,tiantan_aq,2018-05-03 00:00:00,13.0,54.0,37.0,0.3,53.0,4.0
0000000,tiantan_aq,2018-05-03 01:00:00,17.5,27.0,29.0,0.3,67.0,4.0
2983316,tiantan_aq,2018-05-03 02:00:00,22.0,0,21.0,0.3,81.0,4.0
2983372,tiantan_aq,2018-05-03 03:00:00,16.0,18.0,17.0,0.3,90.0,4.0
2983428,tiantan_aq,2018-05-03 04:00:00,9.0,28.0,15.0,0.2,94.0,3.0
2983484,tiantan_aq,2018-05-03 05:00:00,15.0,0,15.0,0.2,98.0,4.0
2983540,tiantan_aq,2018-05-03 06:00:00,20.0,31.0,16.0,0.3,101.0,4.0
2983596,tiantan_aq,2018-05-03 07:00:00,14.0,28.0,16.0,0.3,103.0,4.0
2983652,tiantan_aq,2018-05-03 08:00:00,15.0,52.0,16.0,0.3,106.0,4.0
2983708,tiantan_aq,2018-05-03 09:00:00,18.0,34.0,14.0,0.3,111.0,5.0
2983764,tiantan_aq,2018-05-03 10:00:00,17.0,56.0,15.0,0.3,106.0,5.0
2983820,tiantan_aq,2018-05-03 11:00:00,15.0,60.0,17.0,0.3,109.0,5.0
2983876,tiantan_aq,2018-05-03 12:00:00,19.0,53.0,24.0,0.3,101.0,5.0
2983932,tiantan_aq,2018-05-03 13:00:00,15.0,53.0,32.0,0.3,81.0,5.0
2983988,tiantan_aq,2018-05-03 14:00:00,11.0,51.0,36.0,0.4,71.0,5.0
2984044,tiantan_aq,2018-05-03 15:00:00,23.0,59.0,33.0,0.4,72.0,6.0
2984120,tiantan_aq,2018-05-03 16:00:00,22.0,66.0,36.0,0.4,64.0,6.0
2984155,tiantan_aq,2018-05-03 17:00:00,24.0,60.0,42.0,0.4,46.0,4.0
2984211,tiantan_aq,2018-05-03 18:00:00,13.0,61.0,49.0,0.4,27.0,2.0
2984267,tiantan_aq,2018-05-03 19:00:00,23.0,58.0,59.0,0.4,14.0,2.0
2984323,tiantan_aq,2018-05-03 20:00:00,25.0,51.0,59.0,0.4,6.0,2.0
2984379,tiantan_aq,2018-05-03 21:00:00,32.0,46.0,56.0,0.4,2.0,2.0
2984435,tiantan_aq,2018-05-03 22:00:00,32.0,73.0,73.0,0.5,2.0,2.0
2984491,tiantan_aq,2018-05-03 23:00:00,43.0,147.0,89.0,0.6,2.0,2.0
2984547,tiantan_aq,2018-05-04 00:00:00,54.0,120.0,94.0,0.7,7.0,2.0
2984603,tiantan_aq,2018-05-04 01:00:00,54.0,114.0,92.0,0.7,14.0,3.0
2984659,tiantan_aq,2018-05-04 02:00:00,56.0,115.0,96.0,0.7,20.0,5.0
2984715,tiantan_aq,2018-05-04 03:00:00,61.0,128.0,100.0,0.7,29.0,4.0
