id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2973332,TD5,2018-04-25 05:00:00,7.0,,,,,
2973370,CD1,2018-04-25 06:00:00,10.2,12.4,32.6,,,
2973371,BL0,2018-04-25 06:00:00,,9.6,30.6,,,
2973372,GR4,2018-04-25 06:00:00,5.7,10.4,,,,
2973373,MY7,2018-04-25 06:00:00,15.4,28.7,,,,
2973374,HV1,2018-04-25 06:00:00,11.5,21.1,45.7,,,
2973375,GN3,2018-04-25 06:00:00,7.1,11.9,31.6,,,
2973376,GR9,2018-04-25 06:00:00,6.2,11.2,17.7,,,
2973377,LW2,2018-04-25 06:00:00,,,,,,
2973378,GN0,2018-04-25 06:00:00,9.4,10.1,26.1,,,
2973379,KF1,2018-04-25 06:00:00,6.8,10.2,,,,
2973380,CD9,2018-04-25 06:00:00,,,93.0,,,
2973381,CT3,2018-04-25 06:00:00,,,,,,
2973382,CT2,2018-04-25 06:00:00,,,,,,
2973383,BX9,2018-04-25 06:00:00,6.6,,,,,
2973384,BX1,2018-04-25 06:00:00,,7.7,9.0,,,
2973385,TH4,2018-04-25 06:00:00,12.4,34.2,71.3,,,
2973386,ST5,2018-04-25 06:00:00,7.0,25.0,25.7,,,
2973387,RB7,2018-04-25 06:00:00,13.0,10.6,43.2,,,
2973388,TD5,2018-04-25 06:00:00,6.4,,,,,
2973426,CD1,2018-04-25 07:00:00,8.7,11.9,22.3,,,
2973427,BL0,2018-04-25 07:00:00,3.0,9.2,41.5,,,
2973428,GR4,2018-04-25 07:00:00,7.9,7.2,,,,
2973429,MY7,2018-04-25 07:00:00,11.7,22.9,,,,
2973430,HV1,2018-04-25 07:00:00,9.4,17.9,39.8,,,
2973431,GN3,2018-04-25 07:00:00,5.9,9.3,33.8,,,
2973432,GR9,2018-04-25 07:00:00,2.4,8.4,17.3,,,
2973433,LW2,2018-04-25 07:00:00,10.9,13.5,68.4,,,
2973434,GN0,2018-04-25 07:00:00,5.0,10.8,27.1,,,
2973435,KF1,2018-04-25 07:00:00,5.5,9.9,,,,
2973436,CD9,2018-04-25 07:00:00,12.5,16.0,72.6,,,
2973437,CT3,2018-04-25 07:00:00,12.0,,,,,
2973438,CT2,2018-04-25 07:00:00,,,,,,
2973439,BX9,2018-04-25 07:00:00,6.4,,,,,
2973440,BX1,2018-04-25 07:00:00,,7.8,9.1,,,
2973441,TH4,2018-04-25 07:00:00,8.8,24.9,66.4,,,
2973442,ST5,2018-04-25 07:00:00,6.0,32.0,25.5,,,
2973443,RB7,2018-04-25 07:00:00,14.0,14.0,35.3,,,
2973444,TD5,2018-04-25 07:00:00,5.2,,,,,
2973446,CD1,2018-04-25 08:00:00,6.7,9.7,17.0,,,
2973447,BL0,2018-04-25 08:00:00,4.1,12.2,43.8,,,
2973448,GR4,2018-04-25 08:00:00,9.0,4.1,15.0,,,
2973449,MY7,2018-04-25 08:00:00,10.0,26.7,,,,
2973450,HV1,2018-04-25 08:00:00,0.0,0.0,25.6,,,
2973451,GN3,2018-04-25 08:00:00,5.4,12.5,27.8,,,
2973452,GR9,2018-04-25 08:00:00,3.1,12.9,13.5,,,
2973453,LW2,2018-04-25 08:00:00,6.8,11.4,62.4,,,
2973454,GN0,2018-04-25 08:00:00,11.9,12.4,30.3,,,
2973455,KF1,2018-04-25 08:00:00,,,,,,
2973456,CD9,2018-04-25 08:00:00,,,74.5,,,
2973457,CT3,2018-04-25 08:00:00,19.0,25.2,,,,
2973458,CT2,2018-04-25 08:00:00,,,,,,
2973459,BX9,2018-04-25 08:00:00,4.1,,,,,
2973460,BX1,2018-04-25 08:00:00,,7.7,9.2,,,
2973461,TH4,2018-04-25 08:00:00,7.0,26.6,58.7,,,
2973462,ST5,2018-04-25 08:00:00,9.0,30.0,21.6,,,
2973463,RB7,2018-04-25 08:00:00,12.0,10.2,28.1,,,
2973464,TD5,2018-04-25 08:00:00,6.5,,,,,
2973502,CD1,2018-04-25 09:00:00,5.2,3.2,18.2,,,
2973503,BL0,2018-04-25 09:00:00,2.0,11.7,47.8,,,
2973504,GR4,2018-04-25 09:00:00,2.2,9.4,12.2,,,
2973505,MY7,2018-04-25 09:00:00,10.1,18.7,,,,
2973506,HV1,2018-04-25 09:00:00,0.0,0.0,31.5,,,
2973507,GN3,2018-04-25 09:00:00,5.3,11.1,28.8,,,
2973508,GR9,2018-04-25 09:00:00,3.4,13.9,9.2,,,
2973509,LW2,2018-04-25 09:00:00,8.5,15.8,60.0,,,
2973510,GN0,2018-04-25 09:00:00,8.9,11.4,26.8,,,
2973511,KF1,2018-04-25 09:00:00,,,,,,
2973512,CD9,2018-04-25 09:00:00,,,66.5,,,
2973513,CT3,2018-04-25 09:00:00,,24.8,38.8,,,
2973514,CT2,2018-04-25 09:00:00,,,,,,
2973515,BX9,2018-04-25 09:00:00,6.7,,,,,
2973516,BX1,2018-04-25 09:00:00,,8.9,3.0,,,
2973517,TH4,2018-04-25 09:00:00,8.0,26.1,56.9,,,
2973518,ST5,2018-04-25 09:00:00,11.0,30.0,16.9,,,
2973519,RB7,2018-04-25 09:00:00,10.0,13.4,20.7,,,
2973520,TD5,2018-04-25 09:00:00,6.0,,,,,
2973558,CD1,2018-04-25 10:00:00,9.5,13.7,17.9,,,
2973559,BL0,2018-04-25 10:00:00,,14.4,45.7,,,
2973560,GR4,2018-04-25 10:00:00,3.4,12.9,9.8,,,
2973561,MY7,2018-04-25 10:00:00,9.2,16.9,,,,
2973562,HV1,2018-04-25 10:00:00,6.2,15.0,28.1,,,
2973563,GN3,2018-04-25 10:00:00,6.3,13.9,23.9,,,
2973564,GR9,2018-04-25 10:00:00,2.7,12.1,5.9,,,
2973565,LW2,2018-04-25 10:00:00,9.6,19.1,57.3,,,
2973566,GN0,2018-04-25 10:00:00,4.7,12.4,26.8,,,
2973567,KF1,2018-04-25 10:00:00,,,,,,
2973568,CD9,2018-04-25 10:00:00,,,62.9,,,
2973569,CT3,2018-04-25 10:00:00,,,,,,
2973570,CT2,2018-04-25 10:00:00,,,,,,
2973571,BX9,2018-04-25 10:00:00,3.0,,,,,
2973572,BX1,2018-04-25 10:00:00,,9.2,0.6,,,
2973573,TH4,2018-04-25 10:00:00,6.6,20.6,45.6,,,
2973574,ST5,2018-04-25 10:00:00,10.0,23.0,26.4,,,
2973575,RB7,2018-04-25 10:00:00,8.0,7.4,13.6,,,
2973576,TD5,2018-04-25 10:00:00,7.0,,,,,
2973614,CD1,2018-04-25 11:00:00,7.8,11.7,17.6,,,
2973615,BL0,2018-04-25 11:00:00,3.6,11.3,21.4,,,
2973616,GR4,2018-04-25 11:00:00,4.5,9.3,11.3,,,
2973617,MY7,2018-04-25 11:00:00,10.5,19.8,,,,
2973618,HV1,2018-04-25 11:00:00,3.2,18.5,26.8,,,
2973619,GN3,2018-04-25 11:00:00,3.2,9.8,22.3,,,
2973620,GR9,2018-04-25 11:00:00,3.4,6.4,13.7,,,
2973621,LW2,2018-04-25 11:00:00,8.7,12.5,48.8,,,
2973622,GN0,2018-04-25 11:00:00,5.2,9.9,18.3,,,
2973623,KF1,2018-04-25 11:00:00,,,,,,
2973624,CD9,2018-04-25 11:00:00,,,74.1,,,
2973625,CT3,2018-04-25 11:00:00,,,,,,
2973626,CT2,2018-04-25 11:00:00,,,,,,
2973627,BX9,2018-04-25 11:00:00,4.1,,,,,
2973628,BX1,2018-04-25 11:00:00,,12.2,0.4,,,
2973629,TH4,2018-04-25 11:00:00,6.2,24.7,35.9,,,
2973630,ST5,2018-04-25 11:00:00,8.0,47.0,21.5,,,
2973631,RB7,2018-04-25 11:00:00,11.0,16.8,14.5,,,
2973632,TD5,2018-04-25 11:00:00,6.1,,,,,
2973670,CD1,2018-04-25 12:00:00,6.7,8.0,25.2,,,
2973671,BL0,2018-04-25 12:00:00,,,,,,
2973672,GR4,2018-04-25 12:00:00,5.1,5.6,12.0,,,
2973673,MY7,2018-04-25 12:00:00,12.7,23.3,,,,
2973674,HV1,2018-04-25 12:00:00,9.5,17.7,29.1,,,
2973675,GN3,2018-04-25 12:00:00,3.8,6.8,21.2,,,
2973676,GR9,2018-04-25 12:00:00,2.0,7.9,11.1,,,
2973677,LW2,2018-04-25 12:00:00,9.8,10.9,43.7,,,
2973678,GN0,2018-04-25 12:00:00,8.3,5.5,20.6,,,
2973679,KF1,2018-04-25 12:00:00,,,,,,
2973680,CD9,2018-04-25 12:00:00,,,80.2,,,
2973681,CT3,2018-04-25 12:00:00,,,,,,
2973682,CT2,2018-04-25 12:00:00,,,,,,
2973683,BX9,2018-04-25 12:00:00,4.2,,,,,
2973684,BX1,2018-04-25 12:00:00,,8.6,2.5,,,
2973685,TH4,2018-04-25 12:00:00,9.6,28.2,51.3,,,
2973686,ST5,2018-04-25 12:00:00,9.0,44.0,27.6,,,
2973687,RB7,2018-04-25 12:00:00,12.0,7.2,15.1,,,
2973688,TD5,2018-04-25 12:00:00,3.2,,,,,
2973726,CD1,2018-04-25 13:00:00,7.6,20.8,31.1,,,
2973727,BL0,2018-04-25 13:00:00,5.4,13.0,24.5,,,
2973728,GR4,2018-04-25 13:00:00,2.7,9.8,12.7,,,
2973729,MY7,2018-04-25 13:00:00,10.1,27.8,,,,
2973730,HV1,2018-04-25 13:00:00,4.6,14.6,28.5,,,
2973731,GN3,2018-04-25 13:00:00,,8.5,24.5,,,
2973732,GR9,2018-04-25 13:00:00,3.2,6.3,9.6,,,
2973733,LW2,2018-04-25 13:00:00,6.4,17.6,58.2,,,
2973734,GN0,2018-04-25 13:00:00,6.8,9.1,22.8,,,
2973735,KF1,2018-04-25 13:00:00,,,,,,
2973736,CD9,2018-04-25 13:00:00,,,104.1,,,
2973737,CT3,2018-04-25 13:00:00,,,,,,
2973738,CT2,2018-04-25 13:00:00,,,,,,
2973739,BX9,2018-04-25 13:00:00,5.9,,,,,
2973740,BX1,2018-04-25 13:00:00,,9.1,1.3,,,
2973741,TH4,2018-04-25 13:00:00,10.5,,48.3,,,
2973742,ST5,2018-04-25 13:00:00,,,15.9,,,
2973743,RB7,2018-04-25 13:00:00,11.0,8.0,22.7,,,
2973744,TD5,2018-04-25 13:00:00,2.0,,,,,
2973782,CD1,2018-04-25 14:00:00,6.2,14.1,26.8,,,
2973783,BL0,2018-04-25 14:00:00,3.1,6.2,18.7,,,
2973784,GR4,2018-04-25 14:00:00,3.3,9.8,10.1,,,
2973785,MY7,2018-04-25 14:00:00,14.0,33.4,,,,
2973786,HV1,2018-04-25 14:00:00,8.7,21.5,30.5,,,
2973787,GN3,2018-04-25 14:00:00,3.1,9.6,20.2,,,
2973788,GR9,2018-04-25 14:00:00,1.4,8.3,11.4,,,
2973789,LW2,2018-04-25 14:00:00,2.3,16.1,28.7,,,
2973790,GN0,2018-04-25 14:00:00,-2.1,2.6,15.4,,,
2973791,KF1,2018-04-25 14:00:00,,,,,,
2973792,CD9,2018-04-25 14:00:00,,,102.6,,,
2973793,CT3,2018-04-25 14:00:00,6.0,,,,,
2973794,CT2,2018-04-25 14:00:00,10.0,,,,,
2973795,BX9,2018-04-25 14:00:00,5.0,,,,,
2973796,BX1,2018-04-25 14:00:00,,,-2.3,,,
2973797,TH4,2018-04-25 14:00:00,5.4,26.4,50.8,,,
2973798,ST5,2018-04-25 14:00:00,10.0,,18.4,,,
2973799,RB7,2018-04-25 14:00:00,8.0,,21.0,,,
2973800,TD5,2018-04-25 14:00:00,7.2,,,,,
2973838,CD1,2018-04-25 15:00:00,5.2,7.5,31.9,,,
2973839,BL0,2018-04-25 15:00:00,5.3,10.1,21.4,,,
2973840,GR4,2018-04-25 15:00:00,2.3,8.6,10.3,,,
2973841,MY7,2018-04-25 15:00:00,15.1,24.3,,,,
2973842,HV1,2018-04-25 15:00:00,6.4,19.4,28.7,,,
2973843,GN3,2018-04-25 15:00:00,4.7,9.7,19.1,,,
2973844,GR9,2018-04-25 15:00:00,5.5,12.1,15.8,,,
2973845,LW2,2018-04-25 15:00:00,2.2,15.9,24.9,,,
2973846,GN0,2018-04-25 15:00:00,14.0,11.4,14.8,,,
2973847,KF1,2018-04-25 15:00:00,,,,,,
2973848,CD9,2018-04-25 15:00:00,,,97.4,,,
2973849,CT3,2018-04-25 15:00:00,,,97.4,,,
2973850,CT2,2018-04-25 15:00:00,,,97.4,,,
2973851,BX9,2018-04-25 15:00:00,,,97.4,,,
2973852,BX1,2018-04-25 15:00:00,,,97.4,,,
2973853,TH4,2018-04-25 15:00:00,,,97.4,,,
2973854,ST5,2018-04-25 15:00:00,,,97.4,,,
2973855,RB7,2018-04-25 15:00:00,,,97.4,,,
2973856,TD5,2018-04-25 15:00:00,,,97.4,,,
2973858,CD1,2018-04-25 16:00:00,7.0,8.3,30.0,,,
2973859,BL0,2018-04-25 16:00:00,0.0,6.5,20.3,,,
2973860,GR4,2018-04-25 16:00:00,2.6,6.4,11.8,,,
2973861,MY7,2018-04-25 16:00:00,15.9,22.6,,,,
2973862,HV1,2018-04-25 16:00:00,4.6,15.8,28.0,,,
2973863,GN3,2018-04-25 16:00:00,4.7,8.4,19.6,,,
2973864,GR9,2018-04-25 16:00:00,3.0,9.8,16.9,,,
2973865,LW2,2018-04-25 16:00:00,7.0,11.2,30.1,,,
2973866,GN0,2018-04-25 16:00:00,4.4,6.8,16.7,,,
2973867,KF1,2018-04-25 16:00:00,,,,,,
2973868,CD9,2018-04-25 16:00:00,,,93.3,,,
2973869,CT3,2018-04-25 16:00:00,-8.0,7.0,,,,
2973870,CT2,2018-04-25 16:00:00,9.0,,,,,
2973871,BX9,2018-04-25 16:00:00,2.9,,,,,
2973872,BX1,2018-04-25 16:00:00,,7.2,0.3,,,
2973873,TH4,2018-04-25 16:00:00,5.3,20.1,54.3,,,
2973874,ST5,2018-04-25 16:00:00,4.0,16.0,20.5,,,
2973875,RB7,2018-04-25 16:00:00,7.0,11.4,23.8,,,
2973876,TD5,2018-04-25 16:00:00,3.9,,,,,
2973949,CD1,2018-04-25 17:00:00,6.8,11.2,33.7,,,
2973950,BL0,2018-04-25 17:00:00,1.1,7.9,29.3,,,
2973951,GR4,2018-04-25 17:00:00,3.0,8.5,15.2,,,
2973952,MY7,2018-04-25 17:00:00,10.6,27.2,,,,
2973953,HV1,2018-04-25 17:00:00,1.9,6.9,29.0,,,
2973954,GN3,2018-04-25 17:00:00,3.5,8.6,25.0,,,
2973955,GR9,2018-04-25 17:00:00,1.5,7.1,20.9,,,
2973956,LW2,2018-04-25 17:00:00,6.8,11.1,38.1,,,
2973957,GN0,2018-04-25 17:00:00,10.0,1.8,20.0,,,
2973958,KF1,2018-04-25 17:00:00,,,,,,
2973959,CD9,2018-04-25 17:00:00,,,109.3,,,
2973960,CT3,2018-04-25 17:00:00,-5.0,11.8,,,,
2973961,CT2,2018-04-25 17:00:00,12.0,,,,,
2973962,BX9,2018-04-25 17:00:00,5.8,,,,,
2973963,BX1,2018-04-25 17:00:00,,7.9,1.7,,,
2973964,TH4,2018-04-25 17:00:00,5.8,20.5,45.8,,,
2973965,ST5,2018-04-25 17:00:00,6.0,11.0,27.5,,,
2973966,RB7,2018-04-25 17:00:00,10.0,12.8,26.4,,,
2973967,TD5,2018-04-25 17:00:00,7.8,,,,,
2974005,CD1,2018-04-25 18:00:00,7.8,11.3,16.1,,,
2974006,BL0,2018-04-25 18:00:00,0.6,8.1,38.3,,,
2974007,GR4,2018-04-25 18:00:00,2.3,5.2,16.1,,,
2974008,MY7,2018-04-25 18:00:00,14.1,31.7,,,,
2974009,HV1,2018-04-25 18:00:00,5.7,16.3,31.0,,,
2974010,GN3,2018-04-25 18:00:00,2.9,5.7,31.6,,,
2974011,GR9,2018-04-25 18:00:00,1.4,8.1,31.3,,,
2974012,LW2,2018-04-25 18:00:00,13.8,20.3,47.5,,,
2974013,GN0,2018-04-25 18:00:00,6.0,8.0,26.1,,,
2974014,KF1,2018-04-25 18:00:00,,,,,,
2974015,CD9,2018-04-25 18:00:00,,,76.9,,,
2974016,CT3,2018-04-25 18:00:00,2.0,13.6,,,,
2974017,CT2,2018-04-25 18:00:00,11.0,,,,,
2974018,BX9,2018-04-25 18:00:00,5.0,,,,,
2974019,BX1,2018-04-25 18:00:00,,9.9,4.8,,,
2974020,TH4,2018-04-25 18:00:00,9.1,24.1,58.0,,,
2974021,ST5,2018-04-25 18:00:00,6.0,14.0,28.2,,,
2974022,RB7,2018-04-25 18:00:00,10.0,10.6,27.0,,,
2974023,TD5,2018-04-25 18:00:00,4.5,,,,,
2974061,CD1,2018-04-25 19:00:00,5.9,8.8,15.2,,,
2974062,BL0,2018-04-25 19:00:00,,8.4,36.9,,,
2974063,GR4,2018-04-25 19:00:00,5.0,8.3,18.5,,,
2974064,MY7,2018-04-25 19:00:00,9.4,26.4,,,,
2974065,HV1,2018-04-25 19:00:00,5.2,15.3,29.7,,,
2974066,GN3,2018-04-25 19:00:00,6.2,7.1,28.3,,,
2974067,GR9,2018-04-25 19:00:00,1.6,7.1,17.4,,,
2974068,LW2,2018-04-25 19:00:00,13.0,21.5,61.1,,,
2974069,GN0,2018-04-25 19:00:00,1.8,9.0,23.7,,,
2974070,KF1,2018-04-25 19:00:00,,,,,,
2974071,CD9,2018-04-25 19:00:00,,,60.1,,,
2974072,CT3,2018-04-25 19:00:00,4.0,,,,,
2974073,CT2,2018-04-25 19:00:00,11.0,,,,,
2974074,BX9,2018-04-25 19:00:00,6.0,,,,,
2974075,BX1,2018-04-25 19:00:00,,,8.6,,,
2974076,TH4,2018-04-25 19:00:00,6.7,13.8,36.0,,,
2974077,ST5,2018-04-25 19:00:00,6.0,,19.5,,,
2974078,RB7,2018-04-25 19:00:00,8.0,,12.7,,,
2974079,TD5,2018-04-25 19:00:00,5.1,,,,,
2974117,CD1,2018-04-25 20:00:00,7.1,7.9,13.3,,,
2974118,BL0,2018-04-25 20:00:00,4.3,7.4,38.4,,,
2974119,GR4,2018-04-25 20:00:00,3.5,6.9,8.7,,,
2974120,MY7,2018-04-25 20:00:00,9.9,21.7,,,,
2974121,HV1,2018-04-25 20:00:00,2.9,15.3,27.3,,,
2974122,GN3,2018-04-25 20:00:00,4.3,8.2,18.5,,,
2974123,GR9,2018-04-25 20:00:00,2.0,8.0,7.3,,,
2974124,LW2,2018-04-25 20:00:00,13.2,18.4,56.4,,,
2974125,GN0,2018-04-25 20:00:00,4.3,7.0,19.4,,,
2974126,KF1,2018-04-25 20:00:00,,,,,,
2974127,CD9,2018-04-25 20:00:00,,,64.5,,,
2974128,CT3,2018-04-25 20:00:00,4.0,15.2,,,,
2974129,CT2,2018-04-25 20:00:00,8.0,,,,,
2974130,BX9,2018-04-25 20:00:00,4.7,,,,,
2974131,BX1,2018-04-25 20:00:00,,6.8,-2.2,,,
2974132,TH4,2018-04-25 20:00:00,5.9,15.3,40.5,,,
2974133,ST5,2018-04-25 20:00:00,5.0,11.0,9.8,,,
2974134,RB7,2018-04-25 20:00:00,8.0,6.8,12.1,,,
2974135,TD5,2018-04-25 20:00:00,4.4,,,,,
2974173,CD1,2018-04-25 21:00:00,6.2,13.2,14.7,,,
2974174,BL0,2018-04-25 21:00:00,,9.7,35.6,,,
2974175,GR4,2018-04-25 21:00:00,5.4,8.1,9.7,,,
2974176,MY7,2018-04-25 21:00:00,9.1,23.2,,,,
2974177,HV1,2018-04-25 21:00:00,3.1,12.8,23.8,,,
2974178,GN3,2018-04-25 21:00:00,4.9,9.0,17.9,,,
2974179,GR9,2018-04-25 21:00:00,1.8,8.5,7.9,,,
2974180,LW2,2018-04-25 21:00:00,12.6,16.8,55.5,,,
2974181,GN0,2018-04-25 21:00:00,4.9,8.6,16.6,,,
2974182,KF1,2018-04-25 21:00:00,,,,,,
2974183,CD9,2018-04-25 21:00:00,,,70.4,,,
2974184,CT3,2018-04-25 21:00:00,2.0,13.6,,,,
2974185,CT2,2018-04-25 21:00:00,10.0,,,,,
2974186,BX9,2018-04-25 21:00:00,3.0,,,,,
2974187,BX1,2018-04-25 21:00:00,,9.5,-2.2,,,
2974188,TH4,2018-04-25 21:00:00,5.1,15.1,40.4,,,
2974189,ST5,2018-04-25 21:00:00,5.0,14.0,8.9,,,
2974190,RB7,2018-04-25 21:00:00,6.0,12.8,13.3,,,
2974191,TD5,2018-04-25 21:00:00,5.2,,,,,
